 #---------------------------------------------------------------------------
 #   gamma p --> pi0 p                     Apr2013
 #
 #        Q - polar angle of pi0 meson in CMS
 #        err2 = sqrt(stat**2 + (0.02*ds/dOmega)**2)
 #---------------------------------------------------------------------------
 # Eg[MeV]  Eg_min   Eg_max   W[GeV]  cos(Q)    Q    ds/dOmega  stat.  err2
 #                                            [deg]   [µb/sr]   err.
 #--------------------------------------------------------------------------
   742.51   740.35   744.68  1.50788  -0.100   95.74  4.1962  0.0284  0.0886
   742.51   740.35   744.68  1.50788  -0.033   91.91  4.2553  0.0286  0.0898
   742.51   740.35   744.68  1.50788   0.033   88.09  4.2909  0.0289  0.0906
   742.51   740.35   744.68  1.50788   0.100   84.26  4.3149  0.0290  0.0910
   742.51   740.35   744.68  1.50788   0.167   80.41  4.1833  0.0287  0.0885
   742.51   740.35   744.68  1.50788   0.233   76.51  4.0528  0.0283  0.0859
   742.51   740.35   744.68  1.50788   0.300   72.54  3.9703  0.0281  0.0842
   742.51   740.35   744.68  1.50788   0.367   68.49  3.7820  0.0274  0.0804
   742.51   740.35   744.68  1.50788   0.433   64.32  3.5946  0.0266  0.0767
   742.51   740.35   744.68  1.50788   0.500   60.00  3.3582  0.0258  0.0719
   742.51   740.35   744.68  1.50788   0.567   55.48  3.2326  0.0260  0.0697
   742.51   740.35   744.68  1.50788   0.633   50.70  2.9301  0.0257  0.0640
   742.51   740.35   744.68  1.50788   0.700   45.57  2.7404  0.0266  0.0609
   742.51   740.35   744.68  1.50788   0.767   39.94  2.3234  0.0269  0.0537
   742.51   740.35   744.68  1.50788   0.833   33.56  1.9431  0.0277  0.0477
   742.51   740.35   744.68  1.50788   0.900   25.84  1.4849  0.0298  0.0421
   742.51   740.35   744.68  1.50788   0.967   14.84  1.1361  0.0547  0.0592
   746.80   744.65   748.95  1.51055  -0.967  165.16  1.7331  0.0341  0.0486
   746.80   744.65   748.95  1.51055  -0.900  154.16  1.8700  0.0265  0.0458
   746.80   744.65   748.95  1.51055  -0.833  146.44  2.0936  0.0262  0.0494
   746.80   744.65   748.95  1.51055  -0.767  140.06  2.2703  0.0262  0.0524
   746.80   744.65   748.95  1.51055  -0.700  134.43  2.4850  0.0266  0.0564
   746.80   744.65   748.95  1.51055  -0.633  129.30  2.7484  0.0274  0.0614
   746.80   744.65   748.95  1.51055  -0.567  124.52  3.0195  0.0284  0.0667
   746.80   744.65   748.95  1.51055  -0.500  120.00  3.1871  0.0289  0.0700
   746.80   744.65   748.95  1.51055  -0.433  115.68  3.4321  0.0296  0.0748
   746.80   744.65   748.95  1.51055  -0.367  111.51  3.6692  0.0305  0.0795
   746.80   744.65   748.95  1.51055  -0.300  107.46  3.8896  0.0310  0.0837
   746.80   744.65   748.95  1.51055  -0.233  103.49  4.0147  0.0314  0.0862
   746.80   744.65   748.95  1.51055  -0.167   99.59  4.1281  0.0318  0.0885
   746.80   744.65   748.95  1.51055  -0.100   95.74  4.2162  0.0320  0.0902
   746.80   744.65   748.95  1.51055  -0.033   91.91  4.2817  0.0323  0.0915
   746.80   744.65   748.95  1.51055   0.033   88.09  4.3082  0.0325  0.0921
   746.80   744.65   748.95  1.51055   0.100   84.26  4.2206  0.0322  0.0903
   746.80   744.65   748.95  1.51055   0.167   80.41  4.2134  0.0324  0.0903
   746.80   744.65   748.95  1.51055   0.233   76.51  4.1617  0.0321  0.0892
   746.80   744.65   748.95  1.51055   0.300   72.54  3.9938  0.0316  0.0859
   746.80   744.65   748.95  1.51055   0.367   68.49  3.8243  0.0310  0.0825
   746.80   744.65   748.95  1.51055   0.433   64.32  3.5954  0.0299  0.0779
   746.80   744.65   748.95  1.51055   0.500   60.00  3.3908  0.0292  0.0738
   746.80   744.65   748.95  1.51055   0.567   55.48  3.2354  0.0292  0.0710
   746.80   744.65   748.95  1.51055   0.633   50.70  2.9814  0.0291  0.0663
   746.80   744.65   748.95  1.51055   0.700   45.57  2.8053  0.0304  0.0638
   746.80   744.65   748.95  1.51055   0.767   39.94  2.3335  0.0304  0.0557
   746.80   744.65   748.95  1.51055   0.833   33.56  1.9786  0.0314  0.0505
   746.80   744.65   748.95  1.51055   0.900   25.84  1.4347  0.0333  0.0440
   746.80   744.65   748.95  1.51055   0.967   14.84  1.1201  0.0624  0.0663
   751.10   748.95   753.25  1.51322  -0.967  165.16  1.7867  0.0341  0.0494
   751.10   748.95   753.25  1.51322  -0.900  154.16  1.9979  0.0270  0.0482
   751.10   748.95   753.25  1.51322  -0.833  146.44  2.1802  0.0265  0.0510
   751.10   748.95   753.25  1.51322  -0.767  140.06  2.3137  0.0262  0.0532
   751.10   748.95   753.25  1.51322  -0.700  134.43  2.5548  0.0268  0.0577
   751.10   748.95   753.25  1.51322  -0.633  129.30  2.7580  0.0273  0.0615
   751.10   748.95   753.25  1.51322  -0.567  124.52  2.9821  0.0280  0.0659
   751.10   748.95   753.25  1.51322  -0.500  120.00  3.1852  0.0287  0.0699
   751.10   748.95   753.25  1.51322  -0.433  115.68  3.4039  0.0294  0.0742
   751.10   748.95   753.25  1.51322  -0.367  111.51  3.6973  0.0304  0.0800
   751.10   748.95   753.25  1.51322  -0.300  107.46  3.8096  0.0306  0.0821
   751.10   748.95   753.25  1.51322  -0.233  103.49  3.9915  0.0311  0.0857
   751.10   748.95   753.25  1.51322  -0.167   99.59  4.0759  0.0314  0.0874
   751.10   748.95   753.25  1.51322  -0.100   95.74  4.1646  0.0316  0.0891
   751.10   748.95   753.25  1.51322  -0.033   91.91  4.2410  0.0319  0.0906
   751.10   748.95   753.25  1.51322   0.033   88.09  4.2923  0.0322  0.0917
   751.10   748.95   753.25  1.51322   0.100   84.26  4.2531  0.0321  0.0909
   751.10   748.95   753.25  1.51322   0.167   80.41  4.1960  0.0321  0.0898
   751.10   748.95   753.25  1.51322   0.233   76.51  4.0071  0.0315  0.0861
   751.10   748.95   753.25  1.51322   0.300   72.54  3.9529  0.0312  0.0850
   751.10   748.95   753.25  1.51322   0.367   68.49  3.7818  0.0307  0.0816
   751.10   748.95   753.25  1.51322   0.433   64.32  3.6146  0.0299  0.0782
   751.10   748.95   753.25  1.51322   0.500   60.00  3.4061  0.0291  0.0741
   751.10   748.95   753.25  1.51322   0.567   55.48  3.1822  0.0287  0.0698
   751.10   748.95   753.25  1.51322   0.633   50.70  2.9914  0.0289  0.0664
   751.10   748.95   753.25  1.51322   0.700   45.57  2.7499  0.0299  0.0626
   751.10   748.95   753.25  1.51322   0.767   39.94  2.2987  0.0300  0.0549
   751.10   748.95   753.25  1.51322   0.833   33.56  1.9208  0.0306  0.0491
   751.10   748.95   753.25  1.51322   0.900   25.84  1.4940  0.0336  0.0450
   751.10   748.95   753.25  1.51322   0.967   14.84  0.9942  0.0591  0.0624
   755.39   753.25   757.54  1.51588  -0.967  165.16  1.7954  0.0335  0.0491
   755.39   753.25   757.54  1.51588  -0.900  154.16  1.9743  0.0264  0.0475
   755.39   753.25   757.54  1.51588  -0.833  146.44  2.1376  0.0257  0.0499
   755.39   753.25   757.54  1.51588  -0.767  140.06  2.3228  0.0259  0.0532
   755.39   753.25   757.54  1.51588  -0.700  134.43  2.5048  0.0262  0.0565
   755.39   753.25   757.54  1.51588  -0.633  129.30  2.7980  0.0270  0.0621
   755.39   753.25   757.54  1.51588  -0.567  124.52  3.0425  0.0278  0.0669
   755.39   753.25   757.54  1.51588  -0.500  120.00  3.2107  0.0283  0.0702
   755.39   753.25   757.54  1.51588  -0.433  115.68  3.4124  0.0289  0.0741
   755.39   753.25   757.54  1.51588  -0.367  111.51  3.6368  0.0297  0.0786
   755.39   753.25   757.54  1.51588  -0.300  107.46  3.8027  0.0301  0.0818
   755.39   753.25   757.54  1.51588  -0.233  103.49  3.9840  0.0306  0.0854
   755.39   753.25   757.54  1.51588  -0.167   99.59  4.0852  0.0309  0.0874
   755.39   753.25   757.54  1.51588  -0.100   95.74  4.1843  0.0311  0.0893
   755.39   753.25   757.54  1.51588  -0.033   91.91  4.2457  0.0314  0.0905
   755.39   753.25   757.54  1.51588   0.033   88.09  4.1777  0.0313  0.0892
   755.39   753.25   757.54  1.51588   0.100   84.26  4.2091  0.0314  0.0898
   755.39   753.25   757.54  1.51588   0.167   80.41  4.1904  0.0316  0.0896
   755.39   753.25   757.54  1.51588   0.233   76.51  4.0349  0.0311  0.0865
   755.39   753.25   757.54  1.51588   0.300   72.54  3.9561  0.0308  0.0849
   755.39   753.25   757.54  1.51588   0.367   68.49  3.7955  0.0302  0.0817
   755.39   753.25   757.54  1.51588   0.433   64.32  3.5001  0.0288  0.0757
   755.39   753.25   757.54  1.51588   0.500   60.00  3.3504  0.0284  0.0728
   755.39   753.25   757.54  1.51588   0.567   55.48  3.1327  0.0281  0.0687
   755.39   753.25   757.54  1.51588   0.633   50.70  2.9547  0.0282  0.0655
   755.39   753.25   757.54  1.51588   0.700   45.57  2.6940  0.0292  0.0613
   755.39   753.25   757.54  1.51588   0.767   39.94  2.2877  0.0296  0.0545
   755.39   753.25   757.54  1.51588   0.833   33.56  1.9086  0.0303  0.0487
   755.39   753.25   757.54  1.51588   0.900   25.84  1.4646  0.0328  0.0440
   755.39   753.25   757.54  1.51588   0.967   14.84  1.1217  0.0605  0.0645
   759.68   757.54   761.82  1.51853  -0.967  165.16  1.7992  0.0324  0.0484
   759.68   757.54   761.82  1.51853  -0.900  154.16  2.0302  0.0260  0.0482
   759.68   757.54   761.82  1.51853  -0.833  146.44  2.1705  0.0252  0.0502
   759.68   757.54   761.82  1.51853  -0.767  140.06  2.3874  0.0254  0.0541
   759.68   757.54   761.82  1.51853  -0.700  134.43  2.5323  0.0254  0.0567
   759.68   757.54   761.82  1.51853  -0.633  129.30  2.7375  0.0260  0.0606
   759.68   757.54   761.82  1.51853  -0.567  124.52  3.0195  0.0270  0.0662
   759.68   757.54   761.82  1.51853  -0.500  120.00  3.1856  0.0275  0.0694
   759.68   757.54   761.82  1.51853  -0.433  115.68  3.4367  0.0282  0.0743
   759.68   757.54   761.82  1.51853  -0.367  111.51  3.6194  0.0289  0.0779
   759.68   757.54   761.82  1.51853  -0.300  107.46  3.7655  0.0291  0.0807
   759.68   757.54   761.82  1.51853  -0.233  103.49  3.8660  0.0293  0.0827
   759.68   757.54   761.82  1.51853  -0.167   99.59  4.0554  0.0299  0.0864
   759.68   757.54   761.82  1.51853  -0.100   95.74  4.1041  0.0300  0.0874
   759.68   757.54   761.82  1.51853  -0.033   91.91  4.1418  0.0302  0.0882
   759.68   757.54   761.82  1.51853   0.033   88.09  4.1708  0.0305  0.0888
   759.68   757.54   761.82  1.51853   0.100   84.26  4.1779  0.0305  0.0890
   759.68   757.54   761.82  1.51853   0.167   80.41  4.0928  0.0304  0.0873
   759.68   757.54   761.82  1.51853   0.233   76.51  4.0531  0.0303  0.0865
   759.68   757.54   761.82  1.51853   0.300   72.54  3.8676  0.0296  0.0828
   759.68   757.54   761.82  1.51853   0.367   68.49  3.7168  0.0290  0.0798
   759.68   757.54   761.82  1.51853   0.433   64.32  3.4858  0.0280  0.0751
   759.68   757.54   761.82  1.51853   0.500   60.00  3.2943  0.0273  0.0713
   759.68   757.54   761.82  1.51853   0.567   55.48  3.0892  0.0270  0.0674
   759.68   757.54   761.82  1.51853   0.633   50.70  2.8873  0.0272  0.0638
   759.68   757.54   761.82  1.51853   0.700   45.57  2.6031  0.0281  0.0592
   759.68   757.54   761.82  1.51853   0.767   39.94  2.2568  0.0287  0.0535
   759.68   757.54   761.82  1.51853   0.833   33.56  1.8525  0.0291  0.0471
   759.68   757.54   761.82  1.51853   0.900   25.84  1.4434  0.0316  0.0428
   759.68   757.54   761.82  1.51853   0.967   14.84  0.9428  0.0554  0.0585
   763.97   761.82   766.11  1.52118  -0.967  165.16  1.8168  0.0324  0.0487
   763.97   761.82   766.11  1.52118  -0.900  154.16  2.1057  0.0261  0.0495
   763.97   761.82   766.11  1.52118  -0.833  146.44  2.2260  0.0252  0.0512
   763.97   761.82   766.11  1.52118  -0.767  140.06  2.3732  0.0251  0.0537
   763.97   761.82   766.11  1.52118  -0.700  134.43  2.6279  0.0257  0.0585
   763.97   761.82   766.11  1.52118  -0.633  129.30  2.7845  0.0259  0.0614
   763.97   761.82   766.11  1.52118  -0.567  124.52  2.9815  0.0266  0.0653
   763.97   761.82   766.11  1.52118  -0.500  120.00  3.1922  0.0272  0.0694
   763.97   761.82   766.11  1.52118  -0.433  115.68  3.3819  0.0277  0.0731
   763.97   761.82   766.11  1.52118  -0.367  111.51  3.5710  0.0283  0.0768
   763.97   761.82   766.11  1.52118  -0.300  107.46  3.7089  0.0286  0.0795
   763.97   761.82   766.11  1.52118  -0.233  103.49  3.8398  0.0289  0.0821
   763.97   761.82   766.11  1.52118  -0.167   99.59  4.0426  0.0296  0.0861
   763.97   761.82   766.11  1.52118  -0.100   95.74  4.0407  0.0295  0.0860
   763.97   761.82   766.11  1.52118  -0.033   91.91  4.0937  0.0297  0.0871
   763.97   761.82   766.11  1.52118   0.033   88.09  4.0715  0.0297  0.0867
   763.97   761.82   766.11  1.52118   0.100   84.26  4.1006  0.0299  0.0873
   763.97   761.82   766.11  1.52118   0.167   80.41  4.0722  0.0300  0.0868
   763.97   761.82   766.11  1.52118   0.233   76.51  3.9059  0.0294  0.0835
   763.97   761.82   766.11  1.52118   0.300   72.54  3.8659  0.0293  0.0827
   763.97   761.82   766.11  1.52118   0.367   68.49  3.7021  0.0287  0.0794
   763.97   761.82   766.11  1.52118   0.433   64.32  3.4303  0.0275  0.0739
   763.97   761.82   766.11  1.52118   0.500   60.00  3.2425  0.0268  0.0702
   763.97   761.82   766.11  1.52118   0.567   55.48  3.0983  0.0268  0.0675
   763.97   761.82   766.11  1.52118   0.633   50.70  2.7966  0.0266  0.0619
   763.97   761.82   766.11  1.52118   0.700   45.57  2.5509  0.0276  0.0580
   763.97   761.82   766.11  1.52118   0.767   39.94  2.1633  0.0280  0.0515
   763.97   761.82   766.11  1.52118   0.833   33.56  1.7460  0.0281  0.0448
   763.97   761.82   766.11  1.52118   0.900   25.84  1.3851  0.0308  0.0414
   763.97   761.82   766.11  1.52118   0.967   14.84  1.0074  0.0566  0.0601
   768.25   766.11   770.39  1.52381  -0.967  165.16  1.9255  0.0366  0.0531
   768.25   766.11   770.39  1.52381  -0.900  154.16  2.0230  0.0284  0.0494
   768.25   766.11   770.39  1.52381  -0.833  146.44  2.2499  0.0281  0.0531
   768.25   766.11   770.39  1.52381  -0.767  140.06  2.4643  0.0282  0.0568
   768.25   766.11   770.39  1.52381  -0.700  134.43  2.6208  0.0285  0.0597
   768.25   766.11   770.39  1.52381  -0.633  129.30  2.8377  0.0290  0.0637
   768.25   766.11   770.39  1.52381  -0.567  124.52  3.0390  0.0297  0.0676
   768.25   766.11   770.39  1.52381  -0.500  120.00  3.2093  0.0302  0.0709
   768.25   766.11   770.39  1.52381  -0.433  115.68  3.4156  0.0308  0.0749
   768.25   766.11   770.39  1.52381  -0.367  111.51  3.6102  0.0315  0.0788
   768.25   766.11   770.39  1.52381  -0.300  107.46  3.7122  0.0316  0.0807
   768.25   766.11   770.39  1.52381  -0.233  103.49  3.8034  0.0318  0.0824
   768.25   766.11   770.39  1.52381  -0.167   99.59  3.9777  0.0325  0.0859
   768.25   766.11   770.39  1.52381  -0.100   95.74  4.0375  0.0326  0.0871
   768.25   766.11   770.39  1.52381  -0.033   91.91  4.1190  0.0330  0.0887
   768.25   766.11   770.39  1.52381   0.033   88.09  4.1355  0.0331  0.0891
   768.25   766.11   770.39  1.52381   0.100   84.26  4.0872  0.0330  0.0882
   768.25   766.11   770.39  1.52381   0.167   80.41  4.0342  0.0330  0.0872
   768.25   766.11   770.39  1.52381   0.233   76.51  3.8898  0.0325  0.0843
   768.25   766.11   770.39  1.52381   0.300   72.54  3.8395  0.0323  0.0833
   768.25   766.11   770.39  1.52381   0.367   68.49  3.6286  0.0315  0.0791
   768.25   766.11   770.39  1.52381   0.433   64.32  3.3850  0.0302  0.0741
   768.25   766.11   770.39  1.52381   0.500   60.00  3.2110  0.0295  0.0707
   768.25   766.11   770.39  1.52381   0.567   55.48  3.0054  0.0292  0.0668
   768.25   766.11   770.39  1.52381   0.633   50.70  2.8168  0.0295  0.0636
   768.25   766.11   770.39  1.52381   0.700   45.57  2.5857  0.0306  0.0601
   768.25   766.11   770.39  1.52381   0.767   39.94  2.1499  0.0310  0.0530
   768.25   766.11   770.39  1.52381   0.833   33.56  1.8276  0.0317  0.0484
   768.25   766.11   770.39  1.52381   0.900   25.84  1.3655  0.0343  0.0438
   768.25   766.11   770.39  1.52381   0.967   14.84  0.9345  0.0620  0.0648
   776.80   774.66   778.93  1.52907  -0.967  165.16  1.9551  0.0346  0.0522
   776.80   774.66   778.93  1.52907  -0.900  154.16  2.1346  0.0272  0.0506
   776.80   774.66   778.93  1.52907  -0.833  146.44  2.2928  0.0265  0.0530
   776.80   774.66   778.93  1.52907  -0.767  140.06  2.4537  0.0264  0.0557
   776.80   774.66   778.93  1.52907  -0.700  134.43  2.6706  0.0269  0.0598
   776.80   774.66   778.93  1.52907  -0.633  129.30  2.8042  0.0270  0.0622
   776.80   774.66   778.93  1.52907  -0.567  124.52  3.0192  0.0278  0.0665
   776.80   774.66   778.93  1.52907  -0.500  120.00  3.1881  0.0282  0.0697
   776.80   774.66   778.93  1.52907  -0.433  115.68  3.3284  0.0285  0.0724
   776.80   774.66   778.93  1.52907  -0.367  111.51  3.4646  0.0290  0.0751
   776.80   774.66   778.93  1.52907  -0.300  107.46  3.5806  0.0292  0.0773
   776.80   774.66   778.93  1.52907  -0.233  103.49  3.7068  0.0294  0.0798
   776.80   774.66   778.93  1.52907  -0.167   99.59  3.8695  0.0300  0.0830
   776.80   774.66   778.93  1.52907  -0.100   95.74  3.9596  0.0303  0.0848
   776.80   774.66   778.93  1.52907  -0.033   91.91  4.0161  0.0305  0.0859
   776.80   774.66   778.93  1.52907   0.033   88.09  3.9858  0.0304  0.0853
   776.80   774.66   778.93  1.52907   0.100   84.26  3.9317  0.0304  0.0843
   776.80   774.66   778.93  1.52907   0.167   80.41  3.8449  0.0302  0.0826
   776.80   774.66   778.93  1.52907   0.233   76.51  3.8125  0.0301  0.0820
   776.80   774.66   778.93  1.52907   0.300   72.54  3.7248  0.0298  0.0802
   776.80   774.66   778.93  1.52907   0.367   68.49  3.4908  0.0289  0.0756
   776.80   774.66   778.93  1.52907   0.433   64.32  3.2920  0.0279  0.0715
   776.80   774.66   778.93  1.52907   0.500   60.00  3.0782  0.0270  0.0672
   776.80   774.66   778.93  1.52907   0.567   55.48  2.8748  0.0267  0.0634
   776.80   774.66   778.93  1.52907   0.633   50.70  2.6558  0.0269  0.0595
   776.80   774.66   778.93  1.52907   0.700   45.57  2.4728  0.0282  0.0569
   776.80   774.66   778.93  1.52907   0.767   39.94  2.0188  0.0283  0.0493
   776.80   774.66   778.93  1.52907   0.833   33.56  1.6713  0.0286  0.0440
   776.80   774.66   778.93  1.52907   0.900   25.84  1.3076  0.0317  0.0411
   776.80   774.66   778.93  1.52907   0.967   14.84  0.9479  0.0577  0.0607
   781.06   778.93   783.20  1.53168  -0.967  165.16  1.9936  0.0361  0.0538
   781.06   778.93   783.20  1.53168  -0.900  154.16  2.1406  0.0282  0.0513
   781.06   778.93   783.20  1.53168  -0.833  146.44  2.3735  0.0280  0.0551
   781.06   778.93   783.20  1.53168  -0.767  140.06  2.5029  0.0277  0.0572
   781.06   778.93   783.20  1.53168  -0.700  134.43  2.6079  0.0276  0.0590
   781.06   778.93   783.20  1.53168  -0.633  129.30  2.8471  0.0282  0.0635
   781.06   778.93   783.20  1.53168  -0.567  124.52  3.0415  0.0290  0.0674
   781.06   778.93   783.20  1.53168  -0.500  120.00  3.1190  0.0291  0.0688
   781.06   778.93   783.20  1.53168  -0.433  115.68  3.2491  0.0294  0.0713
   781.06   778.93   783.20  1.53168  -0.367  111.51  3.4507  0.0302  0.0753
   781.06   778.93   783.20  1.53168  -0.300  107.46  3.5877  0.0305  0.0780
   781.06   778.93   783.20  1.53168  -0.233  103.49  3.6501  0.0305  0.0791
   781.06   778.93   783.20  1.53168  -0.167   99.59  3.8112  0.0312  0.0824
   781.06   778.93   783.20  1.53168  -0.100   95.74  3.8839  0.0313  0.0837
   781.06   778.93   783.20  1.53168  -0.033   91.91  3.9258  0.0316  0.0846
   781.06   778.93   783.20  1.53168   0.033   88.09  3.8624  0.0312  0.0833
   781.06   778.93   783.20  1.53168   0.100   84.26  3.8371  0.0314  0.0829
   781.06   778.93   783.20  1.53168   0.167   80.41  3.8349  0.0314  0.0829
   781.06   778.93   783.20  1.53168   0.233   76.51  3.6934  0.0310  0.0801
   781.06   778.93   783.20  1.53168   0.300   72.54  3.5710  0.0306  0.0777
   781.06   778.93   783.20  1.53168   0.367   68.49  3.3638  0.0297  0.0735
   781.06   778.93   783.20  1.53168   0.433   64.32  3.2239  0.0288  0.0706
   781.06   778.93   783.20  1.53168   0.500   60.00  2.9657  0.0277  0.0655
   781.06   778.93   783.20  1.53168   0.567   55.48  2.7482  0.0273  0.0614
   781.06   778.93   783.20  1.53168   0.633   50.70  2.6119  0.0278  0.0592
   781.06   778.93   783.20  1.53168   0.700   45.57  2.3295  0.0286  0.0547
   781.06   778.93   783.20  1.53168   0.767   39.94  1.9688  0.0291  0.0490
   781.06   778.93   783.20  1.53168   0.833   33.56  1.6168  0.0294  0.0437
   781.06   778.93   783.20  1.53168   0.900   25.84  1.2754  0.0329  0.0416
   781.06   778.93   783.20  1.53168   0.967   14.84  0.8235  0.0594  0.0616
   785.35   783.23   787.46  1.53431  -0.967  165.16  1.9735  0.0339  0.0520
   785.35   783.23   787.46  1.53431  -0.900  154.16  2.1612  0.0267  0.0508
   785.35   783.23   787.46  1.53431  -0.833  146.44  2.3683  0.0263  0.0542
   785.35   783.23   787.46  1.53431  -0.767  140.06  2.4941  0.0261  0.0563
   785.35   783.23   787.46  1.53431  -0.700  134.43  2.6280  0.0262  0.0587
   785.35   783.23   787.46  1.53431  -0.633  129.30  2.7965  0.0265  0.0619
   785.35   783.23   787.46  1.53431  -0.567  124.52  3.0365  0.0274  0.0666
   785.35   783.23   787.46  1.53431  -0.500  120.00  3.1512  0.0277  0.0688
   785.35   783.23   787.46  1.53431  -0.433  115.68  3.2433  0.0278  0.0706
   785.35   783.23   787.46  1.53431  -0.367  111.51  3.3647  0.0282  0.0730
   785.35   783.23   787.46  1.53431  -0.300  107.46  3.5558  0.0287  0.0767
   785.35   783.23   787.46  1.53431  -0.233  103.49  3.6096  0.0287  0.0777
   785.35   783.23   787.46  1.53431  -0.167   99.59  3.7674  0.0293  0.0808
   785.35   783.23   787.46  1.53431  -0.100   95.74  3.7721  0.0292  0.0809
   785.35   783.23   787.46  1.53431  -0.033   91.91  3.8297  0.0295  0.0821
   785.35   783.23   787.46  1.53431   0.033   88.09  3.8173  0.0295  0.0818
   785.35   783.23   787.46  1.53431   0.100   84.26  3.7526  0.0294  0.0806
   785.35   783.23   787.46  1.53431   0.167   80.41  3.7300  0.0294  0.0802
   785.35   783.23   787.46  1.53431   0.233   76.51  3.5529  0.0288  0.0767
   785.35   783.23   787.46  1.53431   0.300   72.54  3.5039  0.0286  0.0757
   785.35   783.23   787.46  1.53431   0.367   68.49  3.3385  0.0280  0.0724
   785.35   783.23   787.46  1.53431   0.433   64.32  3.1056  0.0268  0.0676
   785.35   783.23   787.46  1.53431   0.500   60.00  2.9393  0.0261  0.0643
   785.35   783.23   787.46  1.53431   0.567   55.48  2.6987  0.0256  0.0597
   785.35   783.23   787.46  1.53431   0.633   50.70  2.5263  0.0259  0.0568
   785.35   783.23   787.46  1.53431   0.700   45.57  2.2911  0.0269  0.0531
   785.35   783.23   787.46  1.53431   0.767   39.94  1.9354  0.0273  0.0474
   785.35   783.23   787.46  1.53431   0.833   33.56  1.5601  0.0272  0.0414
   785.35   783.23   787.46  1.53431   0.900   25.84  1.1805  0.0302  0.0383
   785.35   783.23   787.46  1.53431   0.967   14.84  0.9042  0.0557  0.0586
   789.50   787.37   791.63  1.53684  -0.967  165.16  1.9737  0.0352  0.0529
   789.50   787.37   791.63  1.53684  -0.900  154.16  2.2079  0.0278  0.0522
   789.50   787.37   791.63  1.53684  -0.833  146.44  2.3555  0.0272  0.0544
   789.50   787.37   791.63  1.53684  -0.767  140.06  2.5276  0.0271  0.0574
   789.50   787.37   791.63  1.53684  -0.700  134.43  2.6201  0.0271  0.0590
   789.50   787.37   791.63  1.53684  -0.633  129.30  2.7898  0.0274  0.0622
   789.50   787.37   791.63  1.53684  -0.567  124.52  2.9528  0.0280  0.0654
   789.50   787.37   791.63  1.53684  -0.500  120.00  3.0774  0.0283  0.0677
   789.50   787.37   791.63  1.53684  -0.433  115.68  3.1730  0.0284  0.0695
   789.50   787.37   791.63  1.53684  -0.367  111.51  3.3603  0.0291  0.0732
   789.50   787.37   791.63  1.53684  -0.300  107.46  3.4706  0.0294  0.0754
   789.50   787.37   791.63  1.53684  -0.233  103.49  3.6230  0.0297  0.0783
   789.50   787.37   791.63  1.53684  -0.167   99.59  3.6709  0.0299  0.0793
   789.50   787.37   791.63  1.53684  -0.100   95.74  3.7455  0.0301  0.0807
   789.50   787.37   791.63  1.53684  -0.033   91.91  3.7631  0.0303  0.0811
   789.50   787.37   791.63  1.53684   0.033   88.09  3.7138  0.0301  0.0801
   789.50   787.37   791.63  1.53684   0.100   84.26  3.6386  0.0299  0.0787
   789.50   787.37   791.63  1.53684   0.167   80.41  3.6107  0.0299  0.0782
   789.50   787.37   791.63  1.53684   0.233   76.51  3.5329  0.0296  0.0766
   789.50   787.37   791.63  1.53684   0.300   72.54  3.4152  0.0293  0.0743
   789.50   787.37   791.63  1.53684   0.367   68.49  3.2097  0.0284  0.0702
   789.50   787.37   791.63  1.53684   0.433   64.32  3.0326  0.0274  0.0666
   789.50   787.37   791.63  1.53684   0.500   60.00  2.8425  0.0266  0.0628
   789.50   787.37   791.63  1.53684   0.567   55.48  2.6416  0.0262  0.0590
   789.50   787.37   791.63  1.53684   0.633   50.70  2.4376  0.0264  0.0554
   789.50   787.37   791.63  1.53684   0.700   45.57  2.1123  0.0269  0.0501
   789.50   787.37   791.63  1.53684   0.767   39.94  1.8776  0.0278  0.0467
   789.50   787.37   791.63  1.53684   0.833   33.56  1.4910  0.0277  0.0407
   789.50   787.37   791.63  1.53684   0.900   25.84  1.1748  0.0310  0.0389
   789.50   787.37   791.63  1.53684   0.967   14.84  0.8445  0.0563  0.0588
   793.86   791.72   796.00  1.53950  -0.967  165.16  1.9923  0.0345  0.0527
   793.86   791.72   796.00  1.53950  -0.900  154.16  2.2406  0.0276  0.0526
   793.86   791.72   796.00  1.53950  -0.833  146.44  2.3876  0.0268  0.0548
   793.86   791.72   796.00  1.53950  -0.767  140.06  2.5057  0.0264  0.0566
   793.86   791.72   796.00  1.53950  -0.700  134.43  2.6154  0.0265  0.0586
   793.86   791.72   796.00  1.53950  -0.633  129.30  2.7896  0.0268  0.0619
   793.86   791.72   796.00  1.53950  -0.567  124.52  2.9329  0.0275  0.0648
   793.86   791.72   796.00  1.53950  -0.500  120.00  3.0460  0.0275  0.0668
   793.86   791.72   796.00  1.53950  -0.433  115.68  3.1753  0.0279  0.0694
   793.86   791.72   796.00  1.53950  -0.367  111.51  3.2738  0.0283  0.0713
   793.86   791.72   796.00  1.53950  -0.300  107.46  3.4396  0.0287  0.0745
   793.86   791.72   796.00  1.53950  -0.233  103.49  3.5369  0.0289  0.0764
   793.86   791.72   796.00  1.53950  -0.167   99.59  3.6044  0.0291  0.0777
   793.86   791.72   796.00  1.53950  -0.100   95.74  3.6874  0.0293  0.0794
   793.86   791.72   796.00  1.53950  -0.033   91.91  3.6347  0.0293  0.0784
